names,length,no_res_TM_Phob,no_hel_Phob,type,mode,T,chromosome,coorStart,coorEnd
smorf73829,55,21,1,sORFs,scrambled,0.3455,5,330406,330573
smorf73866,26,19,1,sORFs,scrambled,0.5897,5,319591,319671
smorf73871,48,0,0,sORFs,scrambled,0.4028,5,314164,314310
smorf73873,36,0,0,sORFs,scrambled,0.3796,5,312427,312537
smorf73875,36,0,0,sORFs,scrambled,0.2593,5,311908,312018
smorf73876,58,0,0,sORFs,scrambled,0.3103,5,311731,311907
smorf73885,67,0,0,sORFs,scrambled,0.3781,5,308191,308394
smorf73887,29,0,0,sORFs,scrambled,0.3448,5,307678,307767
smorf7389,30,0,0,sORFs,scrambled,0.3,2,679426,679518
smorf73890,34,0,0,sORFs,scrambled,0.4216,5,306277,306381
smorf73891,29,0,0,sORFs,scrambled,0.1954,5,306010,306099
smorf73893,58,21,1,sORFs,scrambled,0.477,5,305596,305772
smorf73900,32,0,0,sORFs,scrambled,0.2708,5,303709,303807
smorf73903,82,0,0,sORFs,scrambled,0.2683,5,302764,303012
smorf73906,34,0,0,sORFs,scrambled,0.2451,5,301621,301725
smorf73933,47,0,0,sORFs,scrambled,0.3475,5,294853,294996
smorf73947,30,0,0,sORFs,scrambled,0.2667,5,290101,290193
smorf73953,27,0,0,sORFs,scrambled,0.3457,5,288760,288843
smorf7396,49,0,0,sORFs,scrambled,0.3333,2,680902,681051
smorf73963,33,0,0,sORFs,scrambled,0.3131,5,287404,287505
smorf73964,33,0,0,sORFs,scrambled,0.3232,5,287242,287343
smorf7397,56,0,0,sORFs,scrambled,0.1131,2,681484,681654
smorf73981,41,0,0,sORFs,scrambled,0.3171,5,282421,282546
smorf73984,54,0,0,sORFs,scrambled,0.321,5,281086,281250
smorf7399,31,0,0,sORFs,scrambled,0.2581,2,681772,681867
smorf73992,29,0,0,sORFs,scrambled,0.3333,5,276394,276483
smorf7401,26,0,0,sORFs,scrambled,0.1282,2,681955,682035
smorf74016,29,17,1,sORFs,scrambled,0.2874,5,271348,271437
smorf74017,26,0,0,sORFs,scrambled,0.2821,5,271129,271209
smorf74019,26,0,0,sORFs,scrambled,0.4231,5,270544,270624
smorf74020,75,0,0,sORFs,scrambled,0.3022,5,270265,270492
smorf74028,36,0,0,sORFs,scrambled,0.1852,5,269023,269133
smorf74035,29,0,0,sORFs,scrambled,0.3448,5,266365,266454
smorf74041,39,0,0,sORFs,scrambled,0.2564,5,264319,264438
smorf74048,36,18,1,sORFs,scrambled,0.4444,5,260782,260892
smorf7405,26,0,0,sORFs,scrambled,0.2179,2,683227,683307
smorf74051,44,22,1,sORFs,scrambled,0.3788,5,258517,258651
smorf74061,37,0,0,sORFs,scrambled,0.3964,5,254596,254709
smorf74070,26,0,0,sORFs,scrambled,0.1795,5,251455,251535
smorf74071,74,22,1,sORFs,scrambled,0.2928,5,251194,251418
smorf74081,42,0,0,sORFs,scrambled,0.2222,5,248296,248424
smorf74108,29,0,0,sORFs,scrambled,0.3448,5,243163,243252
smorf74109,47,18,1,sORFs,scrambled,0.3404,5,242695,242838
smorf74110,29,0,0,sORFs,scrambled,0.2184,5,242131,242220
smorf74112,32,0,0,sORFs,scrambled,0.375,5,239818,239916
smorf7412,35,0,0,sORFs,scrambled,0.4476,2,686581,686688
smorf74126,78,0,0,sORFs,scrambled,0.312,5,234589,234825
smorf74135,40,0,0,sORFs,scrambled,0.3,5,232414,232536
smorf74147,89,22,1,sORFs,scrambled,0.3371,5,229702,229971
smorf74148,31,0,0,sORFs,scrambled,0.3118,5,229564,229659
smorf74161,88,0,0,sORFs,scrambled,0.3068,5,225472,225738
smorf74165,30,18,1,sORFs,scrambled,0.3444,5,222622,222714
smorf74196,84,0,0,sORFs,scrambled,0.3294,5,211975,212229
smorf74201,30,0,0,sORFs,scrambled,0.3222,5,208537,208629
smorf74203,34,0,0,sORFs,scrambled,0.3039,5,207415,207519
smorf74204,28,0,0,sORFs,scrambled,0.3095,5,207298,207384
smorf74216,49,0,0,sORFs,scrambled,0.2857,5,204976,205125
smorf74233,55,0,0,sORFs,scrambled,0.2424,5,201877,202044
smorf74247,37,0,0,sORFs,scrambled,0.3694,5,198634,198747
smorf74248,68,0,0,sORFs,scrambled,0.3775,5,198340,198546
smorf74264,76,0,0,sORFs,scrambled,0.3553,5,194590,194820
smorf74275,27,0,0,sORFs,scrambled,0.3704,5,187747,187830
smorf74277,69,0,0,sORFs,scrambled,0.3382,5,187315,187524
smorf7429,29,0,0,sORFs,scrambled,0.4138,2,694993,695082
smorf74309,38,0,0,sORFs,scrambled,0.4474,5,177688,177804
smorf74318,37,0,0,sORFs,scrambled,0.3063,5,176023,176136
smorf74324,48,21,1,sORFs,scrambled,0.3333,5,174544,174690
smorf74326,29,0,0,sORFs,scrambled,0.3103,5,174073,174162
smorf74374,34,0,0,sORFs,scrambled,0.3725,5,166921,167025
smorf74396,79,0,0,sORFs,scrambled,0.2658,5,160417,160656
smorf7440,28,0,0,sORFs,scrambled,0.381,2,697453,697539
smorf74403,26,0,0,sORFs,scrambled,0.2821,5,156313,156393
smorf7441,59,0,0,sORFs,scrambled,0.2712,2,697804,697983
smorf74415,46,0,0,sORFs,scrambled,0.2174,5,152689,152829
smorf7442,90,0,0,sORFs,scrambled,0.2519,2,698164,698436
smorf74438,26,0,0,sORFs,scrambled,0.3974,5,145327,145407
smorf74442,35,0,0,sORFs,scrambled,0.3905,5,144133,144240
smorf74460,98,47,2,sORFs,scrambled,0.3878,5,138268,138564
smorf74462,59,0,0,sORFs,scrambled,0.339,5,137782,137961
smorf74464,32,18,1,sORFs,scrambled,0.4271,5,137368,137466
smorf74510,40,0,0,sORFs,scrambled,0.3333,5,126562,126684
smorf74516,64,0,0,sORFs,scrambled,0.1875,5,123340,123534
smorf74519,64,18,1,sORFs,scrambled,0.4583,5,122338,122532
smorf7452,28,0,0,sORFs,scrambled,0.369,2,699943,700029
smorf74539,28,0,0,sORFs,scrambled,0.4167,5,116119,116205
smorf74572,35,0,0,sORFs,scrambled,0.2952,5,106783,106890
smorf74574,31,0,0,sORFs,scrambled,0.4301,5,106288,106383
smorf74611,29,19,1,sORFs,scrambled,0.4138,5,101248,101337
smorf74620,32,0,0,sORFs,scrambled,0.3646,5,99589,99687
smorf74622,33,0,0,sORFs,scrambled,0.3333,5,99076,99177
smorf74629,30,0,0,sORFs,scrambled,0.3444,5,97834,97926
smorf74632,34,0,0,sORFs,scrambled,0.3627,5,96754,96858
smorf74642,26,0,0,sORFs,scrambled,0.4359,5,94093,94173
smorf74663,26,0,0,sORFs,scrambled,0.4103,5,90193,90273
smorf74666,38,0,0,sORFs,scrambled,0.2632,5,89797,89913
smorf74691,37,0,0,sORFs,scrambled,0.3423,5,81142,81255
smorf74695,67,0,0,sORFs,scrambled,0.2836,5,80224,80427
smorf74696,62,18,1,sORFs,scrambled,0.4731,5,79444,79632
smorf74710,49,0,0,sORFs,scrambled,0.2925,5,75631,75780
smorf74711,57,21,1,sORFs,scrambled,0.3158,5,75364,75537
smorf74731,63,0,0,sORFs,scrambled,0.3175,5,69319,69510
smorf74734,42,21,1,sORFs,scrambled,0.4524,5,67501,67629
smorf74738,29,0,0,sORFs,scrambled,0.4598,5,66988,67077
smorf74739,27,0,0,sORFs,scrambled,0.2469,5,66904,66987
smorf74748,40,0,0,sORFs,scrambled,0.3083,5,64540,64662
smorf74749,36,0,0,sORFs,scrambled,0.3611,5,64129,64239
smorf74754,26,0,0,sORFs,scrambled,0.3462,5,63187,63267
smorf74758,46,0,0,sORFs,scrambled,0.3551,5,61453,61593
smorf74767,56,0,0,sORFs,scrambled,0.3452,5,58189,58359
smorf74774,29,0,0,sORFs,scrambled,0.3448,5,56461,56550
smorf74787,54,40,2,sORFs,scrambled,0.5679,5,52351,52515
smorf74881,29,0,0,sORFs,scrambled,0.3678,5,24448,24537
smorf74885,40,0,0,sORFs,scrambled,0.2417,5,23593,23715
smorf74897,39,0,0,sORFs,scrambled,0.3248,5,21358,21477
smorf74919,30,0,0,sORFs,scrambled,0.2444,5,15877,15969
smorf74923,28,0,0,sORFs,scrambled,0.381,5,15421,15507
smorf74942,26,0,0,sORFs,scrambled,0.2692,5,12430,12510
smorf74954,35,0,0,sORFs,scrambled,0.3238,5,11374,11481
smorf74965,67,0,0,sORFs,scrambled,0.3134,5,9040,9243
smorf74966,66,0,0,sORFs,scrambled,0.3838,5,8815,9015
smorf74976,26,19,1,sORFs,scrambled,0.4103,5,6988,7068
smorf75028,39,0,0,sORFs,scrambled,0.2821,6,7747,7866
smorf75029,40,0,0,sORFs,scrambled,0.2833,6,7948,8070
smorf75044,37,0,0,sORFs,scrambled,0.2703,6,11227,11340
smorf75048,30,23,1,sORFs,scrambled,0.4111,6,12466,12558
smorf75049,29,21,1,sORFs,scrambled,0.3333,6,12628,12717
smorf75055,131,39,2,sORFs,scrambled,0.2824,6,14575,14970
smorf75057,47,0,0,sORFs,scrambled,0.2411,6,15334,15477
smorf75059,40,0,0,sORFs,scrambled,0.3,6,16276,16398
smorf75060,28,0,0,sORFs,scrambled,0.3571,6,16918,17004
smorf75073,30,0,0,sORFs,scrambled,0.3222,6,19159,19251
smorf75076,45,0,0,sORFs,scrambled,0.3111,6,19942,20079
smorf75088,28,0,0,sORFs,scrambled,0.3452,6,23326,23412
smorf75094,33,0,0,sORFs,scrambled,0.4242,6,25801,25902
smorf75096,27,0,0,sORFs,scrambled,0.3333,6,25981,26064
smorf75098,29,0,0,sORFs,scrambled,0.3218,6,26227,26316
smorf75100,38,22,1,sORFs,scrambled,0.3333,6,26833,26949
smorf75104,41,0,0,sORFs,scrambled,0.3008,6,27532,27657
smorf75137,68,0,0,sORFs,scrambled,0.3382,6,35689,35895
smorf7515,28,0,0,sORFs,scrambled,0.369,2,717955,718041
smorf75160,58,0,0,sORFs,scrambled,0.3391,6,44590,44766
smorf7517,37,0,0,sORFs,scrambled,0.2703,2,718321,718434
smorf75171,28,0,0,sORFs,scrambled,0.2024,6,47836,47922
smorf75173,55,0,0,sORFs,scrambled,0.2121,6,48547,48714
smorf75193,34,0,0,sORFs,scrambled,0.3137,6,55336,55440
smorf75211,30,0,0,sORFs,scrambled,0.3,6,64612,64704
smorf75236,28,20,1,sORFs,scrambled,0.4405,6,68794,68880
smorf75237,28,0,0,sORFs,scrambled,0.3571,6,68896,68982
smorf75259,37,0,0,sORFs,scrambled,0.2703,6,76531,76644
smorf75265,35,23,1,sORFs,scrambled,0.3905,6,78031,78138
smorf75282,48,20,1,sORFs,scrambled,0.3889,6,81895,82041
smorf75292,27,0,0,sORFs,scrambled,0.3704,6,83950,84033
smorf75312,34,27,1,sORFs,scrambled,0.6078,6,87637,87741
smorf7532,40,0,0,sORFs,scrambled,0.2667,2,721216,721338
smorf75326,43,0,0,sORFs,scrambled,0.3566,6,90673,90804
smorf75327,37,0,0,sORFs,scrambled,0.3153,6,90820,90933
smorf75355,59,0,0,sORFs,scrambled,0.2712,6,97531,97710
smorf75357,39,0,0,sORFs,scrambled,0.2564,6,97909,98028
smorf75363,53,0,0,sORFs,scrambled,0.3585,6,99664,99825
smorf75366,26,0,0,sORFs,scrambled,0.4231,6,100231,100311
smorf75379,35,0,0,sORFs,scrambled,0.3429,6,103027,103134
smorf75380,30,0,0,sORFs,scrambled,0.2444,6,103321,103413
smorf75402,30,0,0,sORFs,scrambled,0.3111,6,110437,110529
smorf75404,73,0,0,sORFs,scrambled,0.3059,6,111175,111396
smorf75407,43,0,0,sORFs,scrambled,0.3643,6,112123,112254
smorf75411,27,0,0,sORFs,scrambled,0.4198,6,114454,114537
smorf75437,32,0,0,sORFs,scrambled,0.4271,6,119167,119265
smorf7549,27,0,0,sORFs,scrambled,0.3704,2,728104,728187
smorf7550,56,0,0,sORFs,scrambled,0.3631,2,728467,728637
smorf75582,38,0,0,sORFs,scrambled,0.3772,6,144109,144225
smorf75586,35,0,0,sORFs,scrambled,0.3905,6,144799,144906
smorf75587,32,0,0,sORFs,scrambled,0.3542,6,144979,145077
smorf756,27,0,0,sORFs,scrambled,0.2963,1,212137,212220
smorf75626,66,0,0,sORFs,scrambled,0.404,6,155911,156111
smorf75637,59,0,0,sORFs,scrambled,0.3277,6,161227,161406
smorf75641,40,0,0,sORFs,scrambled,0.4,6,161968,162090
smorf75656,36,0,0,sORFs,scrambled,0.287,6,167143,167253
smorf75682,47,0,0,sORFs,scrambled,0.3688,6,173728,173871
smorf757,50,0,0,sORFs,scrambled,0.38,1,212335,212487
smorf7570,44,19,1,sORFs,scrambled,0.3788,2,734674,734808
smorf75702,28,0,0,sORFs,scrambled,0.2976,6,181000,181086
smorf75708,32,0,0,sORFs,scrambled,0.25,6,182140,182238
smorf75711,37,0,0,sORFs,scrambled,0.3333,6,182773,182886
smorf75713,99,0,0,sORFs,scrambled,0.2155,6,183010,183309
smorf75716,48,0,0,sORFs,scrambled,0.3125,6,184114,184260
smorf75717,54,0,0,sORFs,scrambled,0.2778,6,184291,184455
smorf7572,52,0,0,sORFs,scrambled,0.2949,2,735676,735834
smorf75735,28,0,0,sORFs,scrambled,0.3571,6,192049,192135
smorf75743,52,0,0,sORFs,scrambled,0.3077,6,193543,193701
smorf75744,32,19,1,sORFs,scrambled,0.4271,6,193741,193839
smorf75745,72,0,0,sORFs,scrambled,0.338,6,193849,194067
smorf75747,40,0,0,sORFs,scrambled,0.3333,6,196489,196611
smorf75766,92,0,0,sORFs,scrambled,0.2572,6,203011,203289
smorf75776,51,17,1,sORFs,scrambled,0.3203,6,205495,205650
smorf75777,35,0,0,sORFs,scrambled,0.2857,6,205729,205836
smorf75782,33,17,1,sORFs,scrambled,0.303,6,206698,206799
smorf758,26,19,1,sORFs,scrambled,0.4359,1,212707,212787
smorf75824,40,0,0,sORFs,scrambled,0.3417,6,216493,216615
smorf75838,62,0,0,sORFs,scrambled,0.2366,6,220192,220380
smorf75846,54,19,1,sORFs,scrambled,0.4383,6,222898,223062
smorf75847,68,41,2,sORFs,scrambled,0.3578,6,223291,223497
smorf75858,44,0,0,sORFs,scrambled,0.2424,6,226567,226701
smorf7587,39,0,0,sORFs,scrambled,0.2564,2,741172,741291
smorf75875,56,0,0,sORFs,scrambled,0.2917,6,233530,233700
smorf75877,49,0,0,sORFs,scrambled,0.2381,6,233791,233940
smorf7590,36,0,0,sORFs,scrambled,0.2407,2,741718,741828
smorf75903,32,0,0,sORFs,scrambled,0.2396,6,245278,245376
smorf75910,48,0,0,sORFs,scrambled,0.3264,6,249868,250014
smorf75932,32,0,0,sORFs,scrambled,0.1979,6,255553,255651
smorf75944,45,0,0,sORFs,scrambled,0.2815,6,257770,257907
smorf75946,31,0,0,sORFs,scrambled,0.2796,6,258178,258273
smorf75956,34,0,0,sORFs,scrambled,0.2745,6,260152,260256
smorf75957,39,0,0,sORFs,scrambled,0.3504,6,260596,260715
smorf75958,40,0,0,sORFs,scrambled,0.2083,6,261109,261231
smorf75961,30,0,0,sORFs,scrambled,0.3556,6,261697,261789
smorf75964,26,0,0,sORFs,scrambled,0.2436,6,262036,262116
smorf75966,81,0,0,sORFs,scrambled,0.2757,6,262339,262584
smorf75969,46,0,0,sORFs,scrambled,0.2754,6,262975,263115
smorf75972,28,0,0,sORFs,scrambled,0.2619,6,263791,263877
smorf75977,28,0,0,sORFs,scrambled,0.3929,6,265516,265602
smorf75982,43,0,0,sORFs,scrambled,0.3101,6,266608,266739
smorf75984,76,0,0,sORFs,scrambled,0.2719,6,267121,267351
smorf75985,75,0,0,sORFs,scrambled,0.3333,6,267583,267810
smorf75997,35,0,0,sORFs,scrambled,0.2286,6,269944,270051
smorf760,29,0,0,sORFs,scrambled,0.1954,1,213307,213396
smorf76007,65,0,0,sORFs,scrambled,0.0769,6,4628,4825
smorf76008,29,0,0,sORFs,scrambled,0.4023,6,5594,5683
smorf76009,34,0,0,sORFs,scrambled,0.3039,6,5819,5923
smorf76018,31,0,0,sORFs,scrambled,0.2581,6,7775,7870
smorf76021,37,0,0,sORFs,scrambled,0.2973,6,8768,8881
smorf76024,58,0,0,sORFs,scrambled,0.2586,6,9248,9424
smorf7603,52,24,1,sORFs,scrambled,0.4038,2,744664,744822
smorf76034,33,0,0,sORFs,scrambled,0.3939,6,14063,14164
smorf76036,31,0,0,sORFs,scrambled,0.2581,6,14720,14815
smorf76043,53,0,0,sORFs,scrambled,0.2956,6,16319,16480
smorf76051,34,0,0,sORFs,scrambled,0.3431,6,20018,20122
smorf76063,31,0,0,sORFs,scrambled,0.3548,6,22763,22858
smorf76065,31,0,0,sORFs,scrambled,0.4086,6,25835,25930
smorf76067,28,0,0,sORFs,scrambled,0.4643,6,26297,26383
smorf76068,39,17,1,sORFs,scrambled,0.3761,6,26720,26839
smorf76069,49,0,0,sORFs,scrambled,0.2857,6,26912,27061
smorf76077,29,0,0,sORFs,scrambled,0.3448,6,30962,31051
smorf76084,29,0,0,sORFs,scrambled,0.2989,6,32750,32839
smorf76085,40,0,0,sORFs,scrambled,0.325,6,33179,33301
smorf76097,59,0,0,sORFs,scrambled,0.322,6,36560,36739
smorf7610,34,0,0,sORFs,scrambled,0.451,2,748033,748137
smorf76114,26,0,0,sORFs,scrambled,0.2692,6,48152,48232
smorf76122,45,0,0,sORFs,scrambled,0.2,6,54257,54394
smorf7613,31,0,0,sORFs,scrambled,0.4194,2,749314,749409
smorf76148,62,0,0,sORFs,scrambled,0.3656,6,64880,65068
smorf76149,28,0,0,sORFs,scrambled,0.3333,6,65147,65233
smorf76192,39,0,0,sORFs,scrambled,0.3419,6,80387,80506
smorf76199,54,35,2,sORFs,scrambled,0.3827,6,82391,82555
smorf76238,63,0,0,sORFs,scrambled,0.2857,6,93380,93571
smorf76248,26,0,0,sORFs,scrambled,0.2692,6,97931,98011
smorf76252,29,0,0,sORFs,scrambled,0.2874,6,98420,98509
smorf76275,31,0,0,sORFs,scrambled,0.3441,6,103136,103231
smorf76276,44,0,0,sORFs,scrambled,0.3939,6,103439,103573
smorf76286,54,26,1,sORFs,scrambled,0.4383,6,106235,106399
smorf76336,33,0,0,sORFs,scrambled,0.3131,6,119201,119302
smorf76352,26,0,0,sORFs,scrambled,0.2051,6,130085,130165
smorf76358,30,0,0,sORFs,scrambled,0.2556,6,131645,131737
smorf76362,26,0,0,sORFs,scrambled,0.3718,6,134327,134407
smorf76363,26,17,1,sORFs,scrambled,0.3846,6,134480,134560
smorf76386,46,0,0,sORFs,scrambled,0.2101,6,143897,144037
smorf76387,28,0,0,sORFs,scrambled,0.3571,6,144128,144214
smorf76389,44,0,0,sORFs,scrambled,0.3485,6,144356,144490
smorf76390,45,0,0,sORFs,scrambled,0.4741,6,144635,144772
smorf76398,44,0,0,sORFs,scrambled,0.2955,6,146981,147115
smorf76404,41,0,0,sORFs,scrambled,0.3659,6,149825,149950
smorf76414,57,24,1,sORFs,scrambled,0.4561,6,154472,154645
smorf76434,41,0,0,sORFs,scrambled,0.3415,6,158189,158314
smorf76440,32,0,0,sORFs,scrambled,0.2396,6,158876,158974
smorf76445,30,0,0,sORFs,scrambled,0.3556,6,161447,161539
smorf76455,27,0,0,sORFs,scrambled,0.358,6,167327,167410
smorf76461,85,0,0,sORFs,scrambled,0.2627,6,168860,169117
smorf76464,59,0,0,sORFs,scrambled,0.3559,6,169655,169834
smorf76471,46,0,0,sORFs,scrambled,0.3478,6,174233,174373
smorf76482,56,0,0,sORFs,scrambled,0.2976,6,176756,176926
smorf76494,74,19,1,sORFs,scrambled,0.2883,6,180836,181060
smorf76495,37,0,0,sORFs,scrambled,0.3153,6,181379,181492
smorf76505,33,20,1,sORFs,scrambled,0.3636,6,184286,184387
smorf76508,89,0,0,sORFs,scrambled,0.3146,6,191540,191809
smorf76516,26,0,0,sORFs,scrambled,0.3462,6,193679,193759
smorf76540,59,0,0,sORFs,scrambled,0.3164,6,199079,199258
smorf76557,39,17,1,sORFs,scrambled,0.3077,6,204737,204856
smorf76558,28,0,0,sORFs,scrambled,0.1548,6,204911,204997
smorf76559,30,0,0,sORFs,scrambled,0.3778,6,205121,205213
smorf76562,52,0,0,sORFs,scrambled,0.3397,6,205724,205882
smorf76564,48,0,0,sORFs,scrambled,0.3125,6,206399,206545
smorf76565,62,0,0,sORFs,scrambled,0.3065,6,206651,206839
smorf76566,29,0,0,sORFs,scrambled,0.3103,6,206846,206935
smorf7657,38,20,1,sORFs,scrambled,0.5088,2,760081,760197
smorf76580,32,0,0,sORFs,scrambled,0.3854,6,209990,210088
smorf766,30,0,0,sORFs,scrambled,0.2333,1,213874,213966
smorf76639,68,0,0,sORFs,scrambled,0.3137,6,226706,226912
smorf76679,37,0,0,sORFs,scrambled,0.4414,6,239813,239926
smorf76696,29,0,0,sORFs,scrambled,0.2989,6,245774,245863
smorf76708,28,0,0,sORFs,scrambled,0.3929,6,248162,248248
smorf76733,26,0,0,sORFs,scrambled,0.3974,6,256325,256405
smorf76735,36,0,0,sORFs,scrambled,0.3519,6,256550,256660
smorf76736,38,0,0,sORFs,scrambled,0.2281,6,256745,256861
smorf76737,41,0,0,sORFs,scrambled,0.2846,6,256967,257092
smorf76742,55,18,1,sORFs,scrambled,0.3212,6,257486,257653
smorf76747,26,0,0,sORFs,scrambled,0.4103,6,258617,258697
smorf76755,32,0,0,sORFs,scrambled,0.2813,6,259895,259993
smorf76760,36,0,0,sORFs,scrambled,0.3056,6,261509,261619
smorf76761,56,0,0,sORFs,scrambled,0.381,6,261848,262018
smorf76765,30,0,0,sORFs,scrambled,0.4556,6,262250,262342
smorf76768,33,0,0,sORFs,scrambled,0.2525,6,262874,262975
smorf76769,34,0,0,sORFs,scrambled,0.2843,6,263174,263278
smorf76776,33,0,0,sORFs,scrambled,0.4242,6,265487,265588
smorf76779,47,0,0,sORFs,scrambled,0.2199,6,265808,265951
smorf76783,41,0,0,sORFs,scrambled,0.2764,6,266339,266464
smorf76786,28,0,0,sORFs,scrambled,0.2143,6,266795,266881
smorf76798,49,0,0,sORFs,scrambled,0.2585,6,268379,268528
smorf768,88,0,0,sORFs,scrambled,0.3295,1,214372,214638
smorf76816,30,0,0,sORFs,scrambled,0.3,6,4185,4277
smorf76825,49,0,0,sORFs,scrambled,0.2925,6,5700,5849
smorf76826,53,0,0,sORFs,scrambled,0.3711,6,5898,6059
smorf76827,45,0,0,sORFs,scrambled,0.3333,6,6222,6359
smorf76828,30,17,1,sORFs,scrambled,0.3667,6,7713,7805
smorf76834,33,0,0,sORFs,scrambled,0.2525,6,8946,9047
smorf76845,40,0,0,sORFs,scrambled,0.2917,6,10896,11018
smorf76852,28,20,1,sORFs,scrambled,0.4286,6,12462,12548
smorf76864,41,20,1,sORFs,scrambled,0.3577,6,15711,15836
smorf76902,37,16,1,sORFs,scrambled,0.4595,6,25365,25478
smorf76913,29,0,0,sORFs,scrambled,0.2529,6,27711,27800
smorf76914,59,0,0,sORFs,scrambled,0.339,6,27951,28130
smorf76926,33,0,0,sORFs,scrambled,0.3131,6,29721,29822
smorf76932,28,0,0,sORFs,scrambled,0.3095,6,31599,31685
smorf76937,42,24,1,sORFs,scrambled,0.3889,6,32517,32645
smorf76949,35,0,0,sORFs,scrambled,0.3048,6,35769,35876
smorf7695,51,24,1,sORFs,scrambled,0.2549,2,767449,767604
smorf76950,51,0,0,sORFs,scrambled,0.2745,6,36075,36230
smorf76952,56,17,1,sORFs,scrambled,0.2679,6,36312,36482
smorf7696,78,0,0,sORFs,scrambled,0.2821,2,767740,767976
smorf76998,52,0,0,sORFs,scrambled,0.3462,6,44643,44801
smorf77001,30,0,0,sORFs,scrambled,0.4,6,45594,45686
smorf77006,30,0,0,sORFs,scrambled,0.2889,6,47799,47891
smorf77048,39,0,0,sORFs,scrambled,0.359,6,53010,53129
smorf77055,27,0,0,sORFs,scrambled,0.4074,6,55197,55280
smorf771,39,0,0,sORFs,scrambled,0.2906,1,214969,215088
smorf77106,48,0,0,sORFs,scrambled,0.4306,6,69018,69164
smorf7712,54,0,0,sORFs,scrambled,0.2654,2,770488,770652
smorf77134,58,0,0,sORFs,scrambled,0.3103,6,76641,76817
smorf7714,52,0,0,sORFs,scrambled,0.2885,2,771037,771195
smorf77149,26,18,1,sORFs,scrambled,0.4359,6,79137,79217
smorf77154,33,0,0,sORFs,scrambled,0.3535,6,80373,80474
smorf77159,47,0,0,sORFs,scrambled,0.3333,6,81936,82079
smorf77180,27,0,0,sORFs,scrambled,0.3333,6,87432,87515
smorf77181,72,35,2,sORFs,scrambled,0.4167,6,87534,87752
smorf77201,47,0,0,sORFs,scrambled,0.3759,6,95049,95192
smorf77207,35,0,0,sORFs,scrambled,0.3619,6,97968,98075
smorf77208,26,0,0,sORFs,scrambled,0.2051,6,98259,98339
smorf77217,36,0,0,sORFs,scrambled,0.3333,6,101190,101300
smorf77225,37,0,0,sORFs,scrambled,0.3784,6,103947,104060
smorf77229,33,20,1,sORFs,scrambled,0.4545,6,104616,104717
smorf77265,30,0,0,sORFs,scrambled,0.2778,6,114528,114620
smorf77271,45,0,0,sORFs,scrambled,0.4074,6,119115,119252
smorf77275,42,19,1,sORFs,scrambled,0.3413,6,131385,131513
smorf77334,62,0,0,sORFs,scrambled,0.3333,6,144171,144359
smorf77340,74,21,1,sORFs,scrambled,0.3333,6,146811,147035
smorf77372,27,0,0,sORFs,scrambled,0.4815,6,154467,154550
smorf7738,35,0,0,sORFs,scrambled,0.4476,2,784576,784683
smorf77382,29,0,0,sORFs,scrambled,0.1609,6,157863,157952
smorf77387,26,0,0,sORFs,scrambled,0.3333,6,158628,158708
smorf774,26,0,0,sORFs,scrambled,0.4615,1,215278,215358
smorf77406,42,21,1,sORFs,scrambled,0.4206,6,161913,162041
smorf77428,31,0,0,sORFs,scrambled,0.3011,6,164880,164975
smorf77437,38,0,0,sORFs,scrambled,0.2368,6,168531,168647
smorf77449,36,22,1,sORFs,scrambled,0.3796,6,174111,174221
smorf7746,32,0,0,sORFs,scrambled,0.3646,2,786532,786630
smorf77462,26,0,0,sORFs,scrambled,0.2051,6,176487,176567
smorf77466,27,0,0,sORFs,scrambled,0.2346,6,181299,181382
smorf77471,138,0,0,sORFs,scrambled,0.2899,6,182223,182639
smorf77473,46,0,0,sORFs,scrambled,0.3478,6,182901,183041
smorf77519,40,0,0,sORFs,scrambled,0.2333,6,191445,191567
smorf77522,34,0,0,sORFs,scrambled,0.2647,6,191940,192044
smorf77523,78,0,0,sORFs,scrambled,0.3419,6,192117,192353
smorf77533,37,0,0,sORFs,scrambled,0.3333,6,199131,199244
smorf77536,26,0,0,sORFs,scrambled,0.2564,6,199608,199688
smorf7755,53,0,0,sORFs,scrambled,0.327,2,788959,789120
smorf77562,39,0,0,sORFs,scrambled,0.3077,6,205068,205187
smorf77585,99,0,0,sORFs,scrambled,0.3468,6,209883,210182
smorf77586,43,0,0,sORFs,scrambled,0.3798,6,210264,210395
smorf77626,29,0,0,sORFs,scrambled,0.3563,6,226779,226868
smorf77680,68,0,0,sORFs,scrambled,0.3137,6,241548,241754
smorf77686,49,0,0,sORFs,scrambled,0.2721,6,245271,245420
smorf77688,37,0,0,sORFs,scrambled,0.3874,6,245856,245969
smorf77692,42,0,0,sORFs,scrambled,0.3175,6,248286,248414
smorf77719,81,0,0,sORFs,scrambled,0.2881,6,256677,256922
smorf77723,27,0,0,sORFs,scrambled,0.284,6,257844,257927
smorf77738,30,19,1,sORFs,scrambled,0.3667,6,260001,260093
smorf77740,36,0,0,sORFs,scrambled,0.2778,6,260304,260414
smorf77741,33,0,0,sORFs,scrambled,0.404,6,260445,260546
smorf77756,46,0,0,sORFs,scrambled,0.3261,6,262710,262850
smorf77760,38,0,0,sORFs,scrambled,0.2456,6,263340,263456
smorf77772,38,0,0,sORFs,scrambled,0.3596,6,265407,265523
