"","orf_name","quality","protogene","barflex_space","overexpression_relative_fitness","overexpression_competitive_fitness","expr_level","Length","percent_disorder","overlap","loss_fitness","no_helices_TMHMM","no_helices_PHOBIUS","GC","percent_phobius","percent_tmhmm","strain_goodalign","strained_conserved_orf","strain_pi"
"3392","YJR105W","Verified","Established ORFs","yes","decreased",0.706,4.83235356619398,1023,0.170588,0,0.396,0,0,0.475,0,0.000205882352941176,1998,1998,0.00296237
"3393","YJR106W","Verified","Established ORFs","yes","decreased",-1.008,0.415415438961332,2178,0.302069,0,1.0263,11,13,0.396,0.377931034482759,0.33951724137931,1986,1985,0.00454587
"3394","YJR107W","Uncharacterized","Established ORFs","yes","unchanged",NA,0.728031582413447,987,0.0426829,0,1.0343,0,0,0.387,0,0.000457317073170732,1996,306,0.00514337
"3395","YJR108W","Verified","Emerging ORFs","yes","unchanged",-0.469,1.48975306948812,372,0.162602,0,1.0003,0,0,0.407,0,0.0384552845528455,884,570,0.00601411
"3396","YJR109C","Verified","Established ORFs","yes","decreased",-0.545,1.97851562308988,3357,0.125224,0,NA,0,0,0.39,0,0.000178890876565295,1994,1994,0.00244847
"3397","YJR110W","Verified","Established ORFs","yes","unchanged",-0.788,1.40069024140362,2067,0.309593,0,0.9948,0,0,0.367,0,0.00380813953488372,1982,1980,0.00377744
"3398","YJR111C","Uncharacterized","Established ORFs","yes","decreased",-0.227,2.38683432543895,852,0.151943,0,1.0365,0,0,0.41,0,0.0003886925795053,1970,1970,0.00362608
"3399","YJR112W","Verified","Established ORFs","yes","unchanged",0.019,3.19006474301408,606,0.427861,0,0.929066666666667,0,0,0.458,0,0,1996,1996,0.0042676
"3400","YJR112W-A","Uncharacterized","Established ORFs","yes","unchanged",-0.194,3.04280668093992,379,0.0825688,0,NA,1,2,0.48,0.357798165137615,0.308256880733945,2010,0,0.00490097
"3401","YJR113C","Verified","Established ORFs","yes","unchanged",0.495,3.28530006691598,744,0.384615,1,0.6735,0,0,0.522,0,4.04858299595142e-05,2002,2002,0.00216776
"3402","YJR114W","Dubious","Emerging ORFs","yes","unchanged",0.08,-1.89047544216721,393,0.376923,1,0.3955,0,0,0.51,0,0.0770769230769231,2002,2000,0.00262902
"3403","YJR115W","Uncharacterized","Established ORFs","no",NA,NA,0.528861986252089,510,0.544379,0,0.9903,0,0,0.454,0,0.000177514792899408,1016,523,0.00628709
"3404","YJR116W","Uncharacterized","Established ORFs","yes","unchanged",0.489,1.66770682055808,840,0.100358,0,1.006,5,7,0.483,0.50179211469534,0.426702508960573,1994,1991,0.00386452
"3405","YJR117W","Verified","Established ORFs","yes","unchanged",NA,2.11998349699277,1362,0.116998,0,0.98,4,6,0.392,0.286975717439294,0.221368653421634,1996,1993,0.00265943
"3406","YJR118C","Verified","Established ORFs","yes","unchanged",0.197,3.07975167905757,612,0.315271,0,0.5495,3,3,0.333,0.275862068965517,0.354827586206897,1992,1990,0.0039564
"3407","YJR119C","Verified","Established ORFs","no",NA,NA,1.33815398579196,2187,0.145604,0,1.0122,0,0,0.363,0,0.00043956043956044,1976,1962,0.00438576
"3408","YJR120W","Verified","Emerging ORFs","yes","unchanged",NA,0.89199803930511,351,0.353448,0,0.9073,0,0,0.471,0,0.0922413793103448,1956,1827,0.00456134
"3409","YJR121W","Verified","Established ORFs","no",NA,NA,3.18536040553038,1536,0.183953,0,0.681,0,0,0.43,0,7.82778864970646e-05,1984,1984,0.00316142
"3410","YJR122W","Verified","Established ORFs","yes","unchanged",-0.395,1.85770325252209,1494,0.187123,0,NA,0,0,0.38,0,2.01207243460765e-05,1970,1970,0.00694203
"3411","YJR123W","Verified","Established ORFs","no",NA,NA,6.87713729600667,678,0.391111,0,NA,0,0,0.431,0,0,2014,2014,0.000816919
"3412","YJR124C","Uncharacterized","Established ORFs","no",NA,NA,2.87373411674314,1347,0.149554,0,1,10,12,0.392,0.558035714285714,0.48859375,1980,1980,0.00463371
"3413","YJR125C","Verified","Established ORFs","yes","decreased",-0.076,2.91582289032569,1227,0.681373,0,0.9655,0,0,0.409,0,0,1984,1983,0.00361237
"3414","YJR126C","Verified","Established ORFs","yes","increased",1.115,2.27583035568523,2436,0.325524,0,0.9595,1,1,0.406,0.0234278668310728,0.0260542540073983,904,696,0.00392216
"3415","YJR127C","Verified","Established ORFs","yes","unchanged",-0.403,0.929799081898947,4143,0.531159,1,1.0005,0,0,0.41,0,0.012804347826087,1736,1569,0.00563842
"3416","YJR128W","Dubious","Emerging ORFs","no",NA,NA,-1.29828348379718,360,0.327731,1,1.012,0,0,0.493,0,0.000336134453781513,1786,1513,0.00465149
"3417","YJR129C","Uncharacterized","Established ORFs","yes","unchanged",-0.355,1.77138667942012,1020,0.129794,0,1.0002,0,0,0.434,0,0.000619469026548673,1952,1932,0.00484445
"3418","YJR130C","Verified","Established ORFs","yes","unchanged",0.811,2.23772652064555,1920,0.212833,0,0.962,0,0,0.393,0,6.25978090766823e-05,1912,1912,0.00467724
"3419","YJR131W","Verified","Established ORFs","yes","unchanged",0.042,1.0719260234056,1650,0.178506,0,1.0223,1,1,0.406,0.0327868852459016,0.0367030965391621,1970,1941,0.00444673
"3420","YJR132W","Verified","Established ORFs","yes","decreased",-1.177,1.97740881611468,3147,0.124046,0,NA,0,0,0.377,0,0.000276717557251908,1986,1984,0.00328468
"3421","YJR133W","Verified","Established ORFs","yes","unchanged",0.085,3.05720359564209,630,0.157895,0,0.985,0,0,0.408,0,0.00483253588516746,2006,2004,0.00297704
"3422","YJR134C","Verified","Established ORFs","no",NA,NA,2.04173967449582,2124,0.91372,0,0.9915,0,0,0.356,0,0,2000,1989,0.0032766
"3423","YJR135C","Verified","Established ORFs","yes","decreased",0.2,2.40315414791574,720,0.41841,0,0.967,0,0,0.375,0,4.18410041841004e-05,2004,2003,0.00336932
"3424","YJR135W-A","Verified","Established ORFs","yes","unchanged",0,3.31422236764775,264,0.781609,0,0.9565,0,0,0.379,0,0,2016,2016,0.00473685
"3425","YJR136C","Uncharacterized","Established ORFs","yes","decreased",NA,2.80354218256143,1266,0.109264,0,NA,0,0,0.379,0,0.00173396674584323,2002,2000,0.00521247
"3426","YJR137C","Verified","Established ORFs","no",NA,NA,1.01848624418882,4329,0.263523,0,1.002,0,0,0.388,0,0.000104022191400832,1928,1926,0.00320573
"3427","YJR138W","Verified","Established ORFs","no",NA,NA,0.809150856316251,4755,0.323864,0,0.861,0,0,0.364,0,6.31313131313131e-06,2000,1999,0.00317344
"3428","YJR139C","Verified","Established ORFs","yes","unchanged",NA,4.91344134110482,1080,0.197772,0,0.6355,1,0,0.402,0,0.0754596100278552,2008,1931,0.00201088
"3429","YJR140C","Verified","Established ORFs","no",NA,NA,0.985443590562472,4947,0.256068,1,1.0008,0,4,0.365,0.0455097087378641,0.00112864077669903,1980,1962,0.00384828
"3430","YJR141W","Uncharacterized","Established ORFs","yes","unchanged",0.455,3.05451991503708,1044,0.242075,0,0.7963,0,0,0.368,0,0.00109510086455331,2004,2004,0.00358635
"3431","YJR142W","Uncharacterized","Established ORFs","yes","decreased",NA,2.39789527279837,1029,0.157895,0,1.0127,0,0,0.378,0,0.0458187134502924,2012,2011,0.00401192
"3432","YJR143C","Verified","Established ORFs","no",NA,NA,2.70918289269814,2289,0.171916,0,1.021,11,10,0.402,0.257217847769029,0.314763779527559,1956,1956,0.00463642
"3433","YJR144W","Verified","Established ORFs","yes","decreased",-0.203,3.68822924277235,810,0.36803,0,0.625,0,0,0.432,0,3.71747211895911e-05,1956,1956,0.00485008
"3434","YJR145C","Verified","Established ORFs","yes","unchanged",-0.21,5.38141233440946,1042,0.233716,0,0.542,0,0,0.441,0,0,970,0,0.0041316
"3435","YJR146W","Dubious","Emerging ORFs","yes","decreased",NA,-0.122167633974208,354,0.393162,1,0.9995,0,2,0.484,0.307692307692308,0.116068376068376,1968,1869,0.00540961
"3436","YJR147W","Verified","Established ORFs","yes","unchanged",0.143,1.31667629423902,1077,0.120112,1,1.0047,0,0,0.466,0,0.00145251396648045,1908,1857,0.00785745
"3437","YJR148W","Verified","Established ORFs","yes","unchanged",0.097,4.56419192925953,1131,0.148936,0,1.0082,0,0,0.444,0,5.31914893617021e-05,1966,1965,0.00326893
"3438","YJR149W","Uncharacterized","Established ORFs","yes","unchanged",-0.034,1.43198448703701,1215,0.136139,0,1.024,0,0,0.379,0,0.000321782178217822,1954,1843,0.00541418
"3439","YJR150C","Verified","Established ORFs","yes","unchanged",-0.305,0.0667236320429081,897,0.560403,0,1.0165,1,0,0.465,0,0.0608724832214765,1240,1229,0.00533095
"3440","YJR151C","Verified","Established ORFs","no",NA,NA,-1.46101790731583,3486,0.878553,0,1.0075,1,0,0.436,0,0.0169250645994832,2,2,0.00585154
"3441","YJR151W-A","Uncharacterized","Emerging ORFs","no",NA,NA,-1.36257783450257,51,0.1875,0,0.904,0,0,0.354,0,0,1952,1943,0.0140946
"3442","YJR152W","Verified","Established ORFs","yes","unchanged",0.028,1.24616985302572,1632,0.224678,0,1.02,12,12,0.391,0.456721915285451,0.476279926335175,1902,1351,0.00425771
"3443","YJR153W","Verified","Established ORFs","yes","decreased",0.081,-0.0779615414697118,1086,0.274238,0,1.0158,0,0,0.411,0,0.00191135734072022,1592,1172,0.00419143
"3444","YJR154W","Uncharacterized","Established ORFs","yes","unchanged",-0.042,1.39574951989065,1041,0.16763,0,1.041,0,0,0.411,0,5.78034682080925e-05,1730,1659,0.00497346
"3445","YJR155W","Verified","Established ORFs","yes","decreased",NA,1.61402736476791,867,0.270833,0,1.0105,0,0,0.418,0,0.000381944444444444,544,541,0.0096578
"3446","YJR156C","Verified","Established ORFs","no",NA,NA,-2.23492644452023,1023,0.138235,0,0.948,0,0,0.437,0,0.000352941176470588,346,346,0.00185661
"3447","YJR157W","Dubious","Emerging ORFs","yes","decreased",0.274,-6.90775527898214,363,0.108333,0,NA,0,0,0.319,0,0.236833333333333,176,72,0.0055969
"3448","YJR158W","Verified","Established ORFs","no",NA,NA,-6.90775527898214,1704,0.178131,0,NA,12,12,0.42,0.423280423280423,0.448853615520282,2022,2022,0
"3449","YJR159W","Verified","Established ORFs","yes","unchanged",NA,-6.90775527898214,1074,0.12605,0,1.0525,0,0,0.448,0,0.0107843137254902,4,4,0.000857165
"3450","YJR160C","Verified","Established ORFs","yes","decreased",0.012,-6.90775527898214,1809,0.327243,0,NA,12,12,0.406,0.411960132890365,0.385431893687708,16,16,0.000804841
"3451","YJR161C","Verified","Established ORFs","yes","unchanged",-0.298,-1.4740332754279,1152,0.117493,0,1.0375,4,4,0.386,0.211488250652742,0.219086161879896,6,6,0.00226782
"3452","YJR162C","Dubious","Emerging ORFs","no",NA,NA,-6.90775527898214,351,0.232759,0,NA,0,0,0.374,0,0.0496551724137931,16,15,0.0124063
"3453","YKL001C","Verified","Established ORFs","yes","unchanged",0.245,3.59195547283221,609,0.207921,0,1.033,0,0,0.398,0,0.00227722772277228,2016,2016,0.00256018
"3454","YKL002W","Verified","Established ORFs","yes","unchanged",NA,3.44776285080948,767,0.866379,0,0.643,0,0,0.414,0,0,2006,0,0.0013907
"3455","YKL003C","Verified","Established ORFs","yes","decreased",0.677,2.90394587792328,396,0.366412,0,NA,0,0,0.384,0,0.000305343511450382,2006,2004,0.00255104
"3456","YKL004W","Verified","Established ORFs","yes","unchanged",NA,2.6259720900666,1206,0.214464,0,0.977,6,8,0.408,0.386533665835411,0.360049875311721,2012,2011,0.00134877
"3457","YKL005C","Verified","Established ORFs","no",NA,NA,2.0912465871296,1785,0.53367,0,0.9992,0,0,0.39,0,0.00031986531986532,1982,1975,0.0030298
"3458","YKL006C-A","Verified","Established ORFs","yes","unchanged",0.509,3.9109824642529,435,0.71134,0,NA,1,1,0.371,0.195876288659794,0.206494845360825,2008,0,0.00350508
"3459","YKL006W","Verified","Established ORFs","no",NA,NA,5.09948830756526,815,0.173913,0,0.7333,0,0,0.449,0,0.000869565217391304,1886,0,0.00281633
"3460","YKL007W","Verified","Established ORFs","yes","decreased",-0.091,3.1943781932678,807,0.182836,0,0.979,0,0,0.384,0,0,2002,2002,0.00285701
"3461","YKL008C","Verified","Established ORFs","yes","decreased",-0.033,3.7377410443039,1257,0.255981,0,1.0232,7,7,0.371,0.363636363636364,0.362392344497608,2000,1999,0.00250671
"3462","YKL009W","Verified","Established ORFs","yes","decreased",0.081,4.84850844458782,711,0.262712,0,0.7933,0,0,0.386,0,0,2002,2002,0.00243645
"3463","YKL010C","Verified","Established ORFs","yes","decreased",-0.785,1.32654435671412,4452,0.28321,0,1.0028,0,0,0.376,0,1.34861766689144e-05,1960,1950,0.00356213
"3464","YKL011C","Verified","Established ORFs","yes","decreased",-0.642,2.40730540376445,1062,0.294618,0,0.87,0,0,0.349,0,8.4985835694051e-05,1988,1956,0.00213485
"3465","YKL012W","Verified","Established ORFs","yes","unchanged",-0.701,2.64283589611861,1752,0.423671,0,NA,0,0,0.385,0,0,1986,1974,0.00288573
"3466","YKL013C","Verified","Established ORFs","yes","unchanged",-0.025,3.60359385983158,516,0.426901,0,NA,0,0,0.392,0,0.000760233918128655,2010,2010,0.00162361
"3467","YKL014C","Verified","Established ORFs","yes","unchanged",-1.151,1.61342993370364,5295,0.155329,0,1.0005,0,0,0.346,0,7.93650793650794e-05,1630,1627,0.00476623
"3468","YKL015W","Verified","Established ORFs","no",NA,-0.211,1.6122339997361,2940,0.437181,0,0.9845,2,2,0.358,0.0408580183861083,0.0377425944841675,1976,1960,0.00448817
"3469","YKL016C","Verified","Established ORFs","yes","unchanged",0.443,3.36429132096618,525,0.672414,0,0.7605,0,0,0.4,0,5.74712643678161e-05,2006,2006,0.00280918
"3470","YKL017C","Verified","Established ORFs","yes","decreased",0.024,1.61063719300958,2052,0.257687,0,1.0353,0,0,0.371,0,0,1986,1986,0.00415281
"3471","YKL018C-A","Uncharacterized","Established ORFs","yes","unchanged",0.244,2.41689543917146,300,0.333333,0,1.0355,0,0,0.444,0,0.0597979797979798,2006,2006,0.00385763
"3472","YKL018W","Verified","Established ORFs","yes","unchanged",0.273,2.32581321911325,990,0.176292,0,0.8794,0,0,0.393,0,0.000151975683890578,2000,1999,0.00300735
"3473","YKL019W","Verified","Established ORFs","no",NA,NA,2.62227442408081,951,0.110759,0,0.7666,0,0,0.455,0,0.00117088607594937,1992,1967,0.00366297
"3474","YKL020C","Verified","Established ORFs","yes","decreased",-2.818,1.33762918913861,3249,0.566543,0,1.0297,1,1,0.395,0.0194085027726433,0.02,1966,1833,0.0045183
"3475","YKL021C","Verified","Established ORFs","yes","unchanged",0.474,3.51285800986846,1407,0.316239,0,0.7773,0,0,0.371,0,0.000876068376068376,1950,1607,0.00556172
"3476","YKL022C","Verified","Established ORFs","no",NA,NA,1.08620226859143,2523,0.438095,0,0.850766666666667,0,0,0.387,0,0.000321428571428571,1902,1889,0.00426157
"3477","YKL023C-A","Uncharacterized","Established ORFs","no",NA,NA,3.21663331231542,228,0.693333,0,NA,1,1,0.387,0.24,0.2336,2016,2012,0.00471788
"3478","YKL023W","Uncharacterized","Established ORFs","yes","unchanged",-0.07,1.17495585525544,834,0.924188,0,0.963,0,0,0.41,0,0,1942,1933,0.00509435
"3479","YKL024C","Verified","Established ORFs","yes","decreased",-0.268,3.53409524031307,615,0.333333,0,0.718166666666667,0,0,0.458,0,9.80392156862745e-05,2002,2002,0.00541204
"3480","YKL025C","Verified","Established ORFs","yes","decreased",-0.058,1.07089845010059,2040,0.471281,0,1.0628,0,0,0.367,0,7.36377025036819e-05,1968,1967,0.00527246
"3481","YKL026C","Verified","Established ORFs","yes","decreased",0,1.36251383245449,504,0.209581,0,1.0288,0,0,0.377,0,0,1994,1971,0.0042865
"3482","YKL027W","Verified","Established ORFs","yes","decreased",-0.366,3.31545792271444,1344,0.295302,0,0.9615,1,2,0.409,0.0939597315436242,0.103624161073826,1994,1990,0.003439
"3483","YKL028W","Verified","Established ORFs","yes","unchanged",NA,2.80002147964102,1449,0.707469,0,0.979,1,1,0.398,0.0394190871369295,0.0406846473029046,1812,1568,0.00539952
"3484","YKL029C","Verified","Established ORFs","yes","decreased",0.152,2.46894663020927,2010,0.2571,1,1.0195,0,0,0.472,0,7.47384155455904e-05,1934,1934,0.00524824
"3485","YKL030W","Dubious","Emerging ORFs","no",NA,NA,-0.122167633974208,606,0.487562,1,1.0025,3,3,0.415,0.303482587064677,0.301194029850746,346,171,0.00655511
"3486","YKL031W","Dubious","Emerging ORFs","yes","unchanged",0.198,0.398104753701872,414,0.576642,0,0.9935,2,1,0.465,0.138686131386861,0.297080291970803,1382,995,0.00462603
"3487","YKL032C","Verified","Established ORFs","no",NA,NA,1.67353883784062,1794,0.926298,0,0.7905,0,0,0.451,0,0,758,679,0.00415268
"3488","YKL033W","Uncharacterized","Established ORFs","no",NA,NA,1.66732939084988,3117,0.213873,0,1.0055,0,0,0.358,0,5.78034682080925e-05,1972,1970,0.00450873
"3489","YKL033W-A","Uncharacterized","Established ORFs","no",NA,NA,4.35932079713824,711,0.15678,0,1.0327,0,0,0.405,0,0,2008,2005,0.00236285
"3490","YKL034W","Verified","Established ORFs","yes","unchanged",NA,0.973049065692764,2277,0.133245,0,1.0383,8,7,0.387,0.184696569920844,0.219815303430079,1976,1976,0.00434573
"3491","YKL035W","Verified","Established ORFs","yes","decreased",-0.035,3.05870707271538,1500,0.194389,1,0.833566666666667,0,0,0.415,0,2.00400801603206e-05,2000,1998,0.00283847
"3492","YKL036C","Dubious","Emerging ORFs","no",NA,NA,0.284426779731108,393,0.492308,1,NA,0,2,0.436,0.276923076923077,0.209769230769231,1936,1897,0.00433788
"3493","YKL037W","Uncharacterized","Emerging ORFs","no",NA,NA,-1.39836694235416,357,0.059322,1,0.925,3,2,0.503,0.330508474576271,0.432796610169492,1982,1944,0.00535798
"3494","YKL038W","Verified","Established ORFs","no",NA,NA,0.844150054096473,3513,0.64359,0,1.0312,0,2,0.424,0.0316239316239316,0.00158119658119658,1940,1936,0.0076354
"3495","YKL039W","Verified","Established ORFs","no",NA,NA,2.17520616366422,1572,0.16826,0,1.0023,7,7,0.389,0.292543021032505,0.303422562141491,1986,1985,0.00393007
"3496","YKL040C","Verified","Established ORFs","yes","decreased",-0.036,3.64338510278173,771,0.285156,0,0.9113,0,0,0.376,0,0,1966,1965,0.00712154
"3497","YKL041W","Verified","Established ORFs","yes","decreased",-0.421,2.9686693540043,675,0.834821,0,0.7118,0,0,0.393,0,0,2018,2018,0.00303875
"3498","YKL042W","Verified","Established ORFs","no",NA,NA,1.30128098679293,1092,0.975207,0,0.8992,0,0,0.388,0,0,1978,1963,0.00323897
"3499","YKL043W","Verified","Established ORFs","yes","decreased",-3.408,1.45628673293993,1101,0.571038,0,0.986,0,0,0.445,0,0,1954,1867,0.00457665
"3500","YKL044W","Dubious","Emerging ORFs","no",NA,NA,0.283674051054242,321,0.150943,0,0.979,2,3,0.393,0.575471698113208,0.466320754716981,1800,1282,0.00829269
"3501","YKL045W","Verified","Established ORFs","yes","unchanged",-0.845,2.59652255960833,1587,0.299242,0,0.890566666666667,0,0,0.388,0,0,1950,1948,0.00509396
"3502","YKL046C","Verified","Established ORFs","yes","decreased",-0.014,3.47010136030937,1350,0.120267,0,1.0103,1,1,0.428,0.0467706013363029,0.0471937639198218,1982,1973,0.00505543
"3503","YKL047W","Uncharacterized","Established ORFs","yes","unchanged",-0.416,2.37685733736863,1551,0.197674,0,1.0457,0,1,0.368,0.0368217054263566,0.00775193798449612,1992,1991,0.00493495
"3504","YKL048C","Verified","Established ORFs","yes","unchanged",NA,1.85128544854208,1923,0.45625,0,0.8265,0,0,0.382,0,1.5625e-05,1984,1983,0.0029995
"3505","YKL049C","Verified","Established ORFs","no",NA,-0.16,2.58195773757469,690,0.646288,0,0.96135,0,0,0.397,0,0.000611353711790393,2022,2021,0.000804419
"3506","YKL050C","Verified","Established ORFs","yes","decreased",-0.656,0.332177312338332,2769,0.749458,0,1.0368,0,0,0.412,0,0,1976,1944,0.00506826
"3507","YKL051W","Verified","Established ORFs","no",NA,NA,0.922272803551702,1062,0.192635,0,0.9828,6,5,0.426,0.31728045325779,0.365920679886686,1998,1995,0.00419591
"3508","YKL052C","Verified","Established ORFs","yes","decreased",-0.141,2.46461890484128,879,0.746575,1,0.95162,0,0,0.463,0,0,1996,1995,0.00508401
"3509","YKL053C-A","Verified","Established ORFs","yes","unchanged",-0.135,3.2672468535936,261,0.372093,0,0.756,0,0,0.426,0,0,2010,2010,0.00284257
"3510","YKL053W","Dubious","Emerging ORFs","no",NA,NA,-0.3051673867928,375,0.0725806,1,1.004,3,3,0.446,0.524193548387097,0.528629032258064,2014,1977,0.00193994
"3511","YKL054C","Verified","Established ORFs","no",NA,NA,2.68218523490716,2217,0.94851,0,0.85,0,0,0.409,0,1.3550135501355e-05,998,921,0.00483082
"3512","YKL055C","Verified","Established ORFs","yes","unchanged",0.998,0.606499373834273,837,0.169065,0,0.8245,0,0,0.42,0,0.000143884892086331,1992,1992,0.00702068
"3513","YKL056C","Verified","Established ORFs","yes","increased",0.219,7.04888237606596,504,0.239521,0,0.95,0,0,0.433,0,0,2002,2002,0.00265044
"3514","YKL057C","Verified","Established ORFs","no",NA,NA,2.21068907828951,3114,0.0858245,0,0.918,0,0,0.341,0,4.82160077145612e-05,1990,1990,0.00357492
"3515","YKL058W","Verified","Established ORFs","yes","unchanged",1.191,3.88312958177316,369,0.393443,0,NA,0,0,0.415,0,0,2020,2020,0.000944887
"3516","YKL059C","Verified","Established ORFs","yes","unchanged",NA,1.88312247524203,1326,0.659864,0,1.0005,0,0,0.426,0,2.26757369614512e-05,1996,1996,0.00358555
"3517","YKL060C","Verified","Established ORFs","yes","decreased",-0.1,7.47689754558184,1080,0.309192,0,NA,0,0,0.453,0,0.000278551532033426,2010,2004,0.00292917
"3518","YKL061W","Uncharacterized","Established ORFs","yes","unchanged",-0.279,2.75887005009884,342,0.716814,0,1.0045,0,0,0.348,0,0,2012,2011,0.00201285
"3519","YKL062W","Verified","Established ORFs","no",NA,NA,0.605953968857568,1893,1,0,0.978,0,0,0.394,0,0,1984,1876,0.0043515
"3520","YKL063C","Uncharacterized","Established ORFs","yes","unchanged",-0.192,3.02887687214629,504,0.814371,0,1.0185,1,1,0.359,0.107784431137725,0.121736526946108,2014,2013,0.00243261
"3521","YKL064W","Verified","Established ORFs","yes","decreased",-0.475,1.50252063008802,2910,0.620227,0,0.999,2,3,0.395,0.0639834881320949,0.0483178534571723,1992,1985,0.00277527
"3522","YKL065C","Verified","Established ORFs","yes","unchanged",0.197,4.05570767860718,621,0.412621,0,0.981,3,3,0.383,0.286407766990291,0.300242718446602,2004,2004,0.00249622
"3523","YKL065W-A","Uncharacterized","Emerging ORFs","no",NA,NA,0.992881334035868,222,0.684932,0,NA,1,1,0.311,0.232876712328767,0.25041095890411,1982,1925,0.00462501
"3524","YKL066W","Dubious","Emerging ORFs","no",NA,NA,3.31127267413417,444,0.0680272,0,1.032,0,0,0.388,0,0.105578231292517,1334,95,0.00572477
"3525","YKL067W","Verified","Established ORFs","yes","unchanged",-0.258,4.25311313458054,462,0.124183,0,1.0157,0,0,0.397,0,0,2000,2000,0.00425367
"3526","YKL068W","Verified","Established ORFs","yes","decreased",-2.55,2.15871472257434,2880,0.841502,0,1.01,0,0,0.407,0,0,644,644,0.00683537
"3527","YKL068W-A","Uncharacterized","Established ORFs","yes","unchanged",0.434,3.62116255394352,237,0.717949,0,1.032,0,0,0.376,0,0,2016,2009,0.00167865
"3528","YKL069W","Uncharacterized","Established ORFs","yes","unchanged",0.822,2.8106067894273,543,0.144444,0,0.9147,0,0,0.404,0,0.000111111111111111,2006,2006,0.00412419
"3529","YKL070W","Uncharacterized","Established ORFs","yes","unchanged",1.113,-1.27654349716077,510,0.408284,0,1.0183,0,0,0.412,0,0.000236686390532544,1566,1424,0.0103746
"3530","YKL071W","Uncharacterized","Established ORFs","yes","unchanged",0.244,-0.123298216344494,771,0.09375,0,1.044,0,0,0.393,0,0.08125,1988,1898,0.0031127
"3531","YKL072W","Verified","Established ORFs","yes","decreased",NA,1.492004815542,2301,0.464752,0,1.0263,0,0,0.367,0,0.000652741514360313,1996,1965,0.00331614
"3532","YKL073W","Verified","Established ORFs","yes","decreased",0.228,2.26809716253537,2646,0.316686,0,0.90925,1,0,0.376,0,0.0234052213393871,1986,1977,0.00329537
"3533","YKL074C","Verified","Established ORFs","yes","unchanged",-0.268,3.00696890547998,1584,0.485768,0,0.9307,0,0,0.39,0,0,1996,1995,0.00408581
"3534","YKL075C","Uncharacterized","Established ORFs","yes","decreased",0.139,3.32464025894,1353,0.497778,1,0.9577,0,0,0.379,0,2.22222222222222e-05,2002,1999,0.0026723
"3535","YKL076C","Dubious","Emerging ORFs","no",NA,NA,3.2873565652384,384,0.15748,1,0.954,0,2,0.391,0.275590551181102,0.266614173228346,2016,1966,0.0054419
"3536","YKL077W","Uncharacterized","Established ORFs","yes","decreased",NA,3.84243710098905,1179,0.34949,0,1.042,1,1,0.376,0.0561224489795918,0.0588265306122449,2004,2004,0.00345752
"3537","YKL078W","Verified","Established ORFs","yes","decreased",-0.523,1.77138667942012,2208,0.25034,0,0.96315,0,0,0.395,0,6.80272108843537e-05,1984,1980,0.00302646
"3538","YKL079W","Verified","Established ORFs","yes","unchanged",0.005,2.20893353691259,1971,0.638719,0,1.045,0,0,0.372,0,3.04878048780488e-05,1988,1929,0.00387778
"3539","YKL080W","Verified","Established ORFs","yes","unchanged",1.684,4.2380407841455,1179,0.214286,0,0.5235,0,0,0.385,0,2.55102040816327e-05,2000,2000,0.00169405
"3540","YKL081W","Verified","Established ORFs","no",NA,NA,4.1399869201008,1565,0.218447,0,0.9675,0,0,0.426,0,0.000242718446601942,1928,0,0.00404848
"3541","YKL082C","Verified","Established ORFs","yes","decreased",0.489,3.44944771761087,1305,0.976959,1,0.754133333333333,0,0,0.382,0,0,2006,2006,0.00268945
"3542","YKL084W","Verified","Established ORFs","yes","unchanged",0.316,1.63217739940359,351,0.189655,0,1.017,0,0,0.414,0,0,1992,1914,0.00458867
"3543","YKL085W","Verified","Established ORFs","no",NA,NA,3.16610775932955,1005,0.266467,0,0.993,0,0,0.453,0,0.00191616766467066,2008,2008,0.00353536
"3544","YKL086W","Verified","Established ORFs","yes","unchanged",0.78,-0.187535123846842,384,0.543307,0,1.038,0,0,0.596,0,7.8740157480315e-05,2002,1999,0.00375168
"3545","YKL087C","Verified","Established ORFs","yes","unchanged",1.065,1.79923148406676,675,0.446429,0,0.8908,0,0,0.442,0,0,2012,2009,0.00482297
"3546","YKL088W","Uncharacterized","Established ORFs","yes","decreased",-0.629,2.13416644136908,1716,0.644483,0,NA,0,0,0.41,0,0.00106830122591944,1984,1963,0.00476698
"3547","YKL089W","Verified","Established ORFs","yes","decreased",-2.658,2.11069793133039,1650,0.73224,0,0.878966666666667,0,0,0.388,0,1.82149362477231e-05,726,698,0.00386449
"3548","YKL090W","Verified","Established ORFs","yes","decreased",-0.316,2.67442447345255,1332,0.413093,0,1.0405,0,0,0.373,0,6.77200902934537e-05,2004,1995,0.00462109
"3549","YKL091C","Verified","Established ORFs","yes","unchanged",0.116,2.31114832365453,933,0.151613,0,1.0172,0,0,0.391,0,0.000129032258064516,2006,2006,0.00230398
"3550","YKL092C","Verified","Established ORFs","yes","decreased",NA,1.38103053144479,3315,0.348732,0,0.9643,0,1,0.345,0.0172101449275362,0.000181159420289855,1986,1984,0.00492298
"3551","YKL093W","Verified","Established ORFs","yes","decreased",NA,-0.379797361359587,1020,0.99705,0,0.8685,0,0,0.424,0,0,1958,1933,0.00556805
"3552","YKL094W","Verified","Established ORFs","yes","unchanged",0.458,3.55228623602501,942,0.15655,0,1.0433,0,0,0.427,0,0.000319488817891374,1966,1965,0.00455064
