"","nameNGO","nameINTER","INTER_length_nt","NGO_length_aa","NGO_no_hel","fract_lengths","coorStartNGO","coorEndNGO","coorStartINTER","coorEndINTER","ChromNGO","ChromINTER","bin"
"5471","smorf238503","chr15_1.251",592,41,0,0.2078,427436,427561,427226,427818,15,15,0.225
"5472","smorf238524","chr15_1.247",1017,37,0,0.1091,421949,422062,421651,422668,15,15,0.125
"5473","smorf238532","chr15_1.243",371,36,0,0.2911,413531,413641,413480,413851,15,15,0.275
"5474","smorf238540","chr15_1.242",676,40,1,0.1775,412460,412582,412330,413006,15,15,0.175
"5475","smorf238569","chr15_1.234",340,36,0,0.3176,401324,401434,401214,401554,15,15,0.325
"5476","smorf238592","chr15_1.228",1100,73,0,0.1991,391514,391735,391075,392175,15,15,0.175
"5477","smorf238611","chr15_1.225",1889,39,0,0.0619,386279,386398,384935,386824,15,15,0.075
"5478","smorf238612","chr15_1.225",1889,27,0,0.0429,386042,386125,384935,386824,15,15,0.025
"5479","smorf238616","chr15_1.225",1889,34,0,0.054,385091,385195,384935,386824,15,15,0.075
"5480","smorf238661","chr15_1.216",840,40,0,0.1429,372521,372643,371957,372797,15,15,0.125
"5481","smorf238671","chr15_1.215",840,27,0,0.0964,370898,370981,370844,371684,15,15,0.075
"5482","smorf238681","chr15_1.213",1244,60,0,0.1447,367805,367987,366882,368126,15,15,0.125
"5483","smorf238761","chr15_1.202",2728,61,0,0.0671,347354,347539,346950,349678,15,15,0.075
"5484","smorf238782","chr15_1.199",846,57,0,0.2021,343589,343762,343082,343928,15,15,0.225
"5485","smorf238792","chr15_1.194",316,30,0,0.2848,338783,338875,338622,338938,15,15,0.275
"5486","smorf238866","chr15_1.185",416,38,0,0.274,323237,323353,322995,323411,15,15,0.275
"5487","smorf238872","chr15_1.184",309,27,0,0.2621,321764,321847,321549,321858,15,15,0.275
"5488","smorf238887","chr15_1.183",762,44,0,0.1732,316262,316396,316176,316938,15,15,0.175
"5489","smorf238916","chr15_1.177",528,43,0,0.2443,307718,307849,307410,307938,15,15,0.225
"5490","smorf238917","chr15_1.177",528,37,1,0.2102,307454,307567,307410,307938,15,15,0.225
"5491","smorf238929","chr15_1.176",1365,62,1,0.1363,304601,304789,303984,305349,15,15,0.125
"5492","smorf23894","chr03_1.68",597,53,0,0.2663,112901,113062,112480,113077,3,3,0.275
"5493","smorf238950","chr15_1.170",957,53,1,0.1661,296297,296458,296121,297078,15,15,0.175
"5494","smorf238961","chr15_1.168",454,27,0,0.1784,292406,292489,292075,292529,15,15,0.175
"5495","smorf239036","chr15_1.154",632,41,0,0.1946,271730,271855,271371,272003,15,15,0.175
"5496","smorf239095","chr15_1.145",564,27,0,0.1436,256235,256318,256100,256664,15,15,0.125
"5497","smorf239103","chr15_1.142",719,45,0,0.1878,253967,254104,253576,254295,15,15,0.175
"5498","smorf239104","chr15_1.142",719,28,0,0.1168,253871,253957,253576,254295,15,15,0.125
"5499","smorf239106","chr15_1.141",502,32,0,0.1912,252812,252910,252645,253147,15,15,0.175
"5500","smorf239143","chr15_1.136",718,55,0,0.2298,243182,243349,242746,243464,15,15,0.225
"5501","smorf23916","chr03_1.75",627,35,0,0.1675,120560,120667,120316,120943,3,3,0.175
"5502","smorf239236","chr15_1.118",761,29,0,0.1143,219050,219139,218448,219209,15,15,0.125
"5503","smorf239276","chr15_1.114",254,28,0,0.3307,210335,210421,210265,210519,15,15,0.325
"5504","smorf239277","chr15_1.113",215,34,0,0.4744,207227,207331,207176,207391,15,15,0.475
"5505","smorf239289","chr15_1.111",259,28,1,0.3243,204608,204694,204471,204730,15,15,0.325
"5506","smorf239321","chr15_1.105",169,31,1,0.5503,196409,196504,196337,196506,15,15,0.575
"5507","smorf239352","chr15_1.101",300,27,0,0.27,186929,187012,186723,187023,15,15,0.275
"5508","smorf239461","chr15_1.91",984,47,0,0.1433,160718,160861,160594,161578,15,15,0.125
"5509","smorf239464","chr15_1.89",535,72,1,0.4037,158906,159124,158637,159172,15,15,0.425
"5510","smorf23954","chr03_1.82",463,31,0,0.2009,130574,130669,130279,130742,3,3,0.225
"5511","smorf239558","chr15_1.73",292,51,1,0.524,126692,126847,126689,126981,15,15,0.525
"5512","smorf239650","chr15_1.56",517,48,1,0.2785,101246,101392,100957,101474,15,15,0.275
"5513","smorf239655","chr15_1.55",320,72,0,0.675,99518,99736,99488,99808,15,15,0.675
"5514","smorf239671","chr15_1.52",453,26,0,0.1722,94523,94603,94402,94855,15,15,0.175
"5515","smorf239681","chr15_1.50",606,33,0,0.1634,91580,91681,91419,92025,15,15,0.175
"5516","smorf239696","chr15_1.48",1086,35,0,0.0967,87590,87697,86757,87843,15,15,0.075
"5517","smorf239697","chr15_1.48",1086,28,0,0.0773,87314,87400,86757,87843,15,15,0.075
"5518","smorf239698","chr15_1.48",1086,37,0,0.1022,87080,87193,86757,87843,15,15,0.125
"5519","smorf239714","chr15_1.45",596,33,0,0.1661,81608,81709,81190,81786,15,15,0.175
"5520","smorf239720","chr15_1.44",868,38,0,0.1313,79961,80077,79479,80347,15,15,0.125
"5521","smorf239721","chr15_1.44",868,37,0,0.1279,79703,79816,79479,80347,15,15,0.125
"5522","smorf239726","chr15_1.43",237,39,0,0.4937,78116,78235,78114,78351,15,15,0.475
"5523","smorf239734","chr15_1.42",580,26,0,0.1345,77027,77107,76979,77559,15,15,0.125
"5524","smorf23979","chr03_1.85",872,35,0,0.1204,137090,137197,136871,137743,3,3,0.125
"5525","smorf23980","chr03_1.85",872,58,0,0.1995,137387,137563,136871,137743,3,3,0.175
"5526","smorf239871","chr15_1.22",1083,32,0,0.0886,42896,42994,42609,43692,15,15,0.075
"5527","smorf239872","chr15_1.22",1083,35,0,0.097,42731,42838,42609,43692,15,15,0.075
"5529","smorf239915","chr15_1.18",3051,26,0,0.0256,33377,33457,31605,34656,15,15,0.025
"5530","smorf239919","chr15_1.18",3051,36,0,0.0354,31973,32083,31605,34656,15,15,0.025
"5531","smorf239959","chr15_1.14",1213,33,0,0.0816,22139,22240,21310,22523,15,15,0.075
"5532","smorf239962","chr15_1.14",1213,31,0,0.0767,21746,21841,21310,22523,15,15,0.075
"5533","smorf239977","chr15_1.11",1775,33,0,0.0558,16952,17053,15504,17279,15,15,0.075
"5534","smorf239978","chr15_1.11",1775,59,1,0.0997,16760,16939,15504,17279,15,15,0.075
"5535","smorf239979","chr15_1.11",1775,45,0,0.0761,16559,16696,15504,17279,15,15,0.075
"5536","smorf239980","chr15_1.11",1775,27,0,0.0456,16304,16387,15504,17279,15,15,0.025
"5537","smorf239987","chr15_1.10",578,32,1,0.1661,15038,15136,14653,15231,15,15,0.175
"5538","smorf239988","chr15_1.10",578,42,1,0.218,14768,14896,14653,15231,15,15,0.225
"5539","smorf239996","chr15_1.9",2401,36,0,0.045,13157,13267,11910,14311,15,15,0.025
"5540","smorf239997","chr15_1.9",2401,28,0,0.035,13049,13135,11910,14311,15,15,0.025
"5541","smorf239998","chr15_1.9",2401,53,0,0.0662,12857,13018,11910,14311,15,15,0.075
"5542","smorf239999","chr15_1.9",2401,57,0,0.0712,12155,12328,11910,14311,15,15,0.075
"5543","smorf240000","chr15_1.9",2401,42,0,0.0525,12023,12151,11910,14311,15,15,0.075
"5544","smorf240006","chr15_1.8",782,36,0,0.1381,11027,11137,10765,11547,15,15,0.125
"5545","smorf240013","chr15_1.6",1480,41,0,0.0831,8831,8956,8115,9595,15,15,0.075
"5546","smorf240040","chr15_1.1",308,29,0,0.2825,1472,1561,1338,1646,15,15,0.275
"5547","smorf240083","chr16_1.2",1016,49,0,0.1447,11332,11481,10870,11886,16,16,0.125
"5548","smorf240147","chr16_1.10",1914,66,1,0.1034,28372,28572,28164,30078,16,16,0.125
"5549","smorf240157","chr16_1.14",323,26,0,0.2415,37939,38019,37845,38168,16,16,0.225
"5550","smorf240190","chr16_1.20",829,28,1,0.1013,46558,46644,46506,47335,16,16,0.125
"5551","smorf240204","chr16_1.23",826,32,0,0.1162,53179,53277,52671,53497,16,16,0.125
"5552","smorf240248","chr16_1.31",1116,38,0,0.1022,64525,64641,63860,64976,16,16,0.125
"5553","smorf240266","chr16_1.32",1110,26,0,0.0703,67408,67488,66614,67724,16,16,0.075
"5554","smorf240267","chr16_1.32",1110,33,0,0.0892,67501,67602,66614,67724,16,16,0.075
"5555","smorf240292","chr16_1.38",979,32,0,0.0981,75214,75312,74719,75698,16,16,0.075
"5556","smorf240295","chr16_1.38",979,33,0,0.1011,75517,75618,74719,75698,16,16,0.125
"5557","smorf240299","chr16_1.39",429,38,0,0.2657,76492,76608,76239,76668,16,16,0.275
"5558","smorf240375","chr16_1.49",858,36,0,0.1259,98713,98823,98625,99483,16,16,0.125
"5559","smorf240378","chr16_1.50",387,31,0,0.2403,100138,100233,100086,100473,16,16,0.225
"5561","smorf240398","chr16_1.57",903,61,0,0.2027,114466,114651,114315,115218,16,16,0.225
"5562","smorf240399","chr16_1.57",903,33,0,0.1096,114781,114882,114315,115218,16,16,0.125
"5563","smorf240468","chr16_1.66",1023,34,0,0.0997,129511,129615,129137,130160,16,16,0.075
"5564","smorf240506","chr16_1.70",469,41,1,0.2623,138244,138369,138227,138696,16,16,0.275
"5565","smorf240529","chr16_1.72",649,35,1,0.1618,143617,143724,143170,143819,16,16,0.175
"5566","smorf240559","chr16_1.74",145,38,1,0.7862,148450,148566,148422,148567,16,16,0.775
"5567","smorf240569","chr16_1.75",422,33,0,0.2346,150505,150606,150190,150612,16,16,0.225
"5568","smorf240641","chr16_1.91",286,34,0,0.3566,174928,175032,174755,175041,16,16,0.375
"5569","smorf24065","chr03_1.103",550,35,0,0.1909,155618,155725,155554,156104,3,3,0.175
"5571","smorf24067","chr03_1.103",550,30,0,0.1636,155774,155866,155554,156104,3,3,0.175
"5572","smorf240671","chr16_1.98",581,59,0,0.3046,187885,188064,187724,188305,16,16,0.325
"5574","smorf240693","chr16_1.100",422,27,0,0.1919,191002,191085,190982,191404,16,16,0.175
"5575","smorf240694","chr16_1.100",422,30,0,0.2133,191140,191232,190982,191404,16,16,0.225
"5576","smorf240699","chr16_1.101",997,28,0,0.0843,192781,192867,192649,193646,16,16,0.075
"5577","smorf240719","chr16_1.104",1306,49,0,0.1126,198589,198738,197787,199093,16,16,0.125
"5578","smorf240734","chr16_1.106",769,34,0,0.1326,203140,203244,202535,203304,16,16,0.125
"5579","smorf240743","chr16_1.108",509,33,0,0.1945,207727,207828,207646,208155,16,16,0.175
"5580","smorf240744","chr16_1.108",509,28,0,0.165,207832,207918,207646,208155,16,16,0.175
"5581","smorf24076","chr03_1.105",772,52,0,0.2021,157799,157957,157761,158533,3,3,0.225
"5582","smorf240771","chr16_1.114",2049,39,0,0.0571,214525,214644,213961,216010,16,16,0.075
"5583","smorf240773","chr16_1.114",2049,26,0,0.0381,215125,215205,213961,216010,16,16,0.025
"5584","smorf240775","chr16_1.114",2049,43,0,0.063,215275,215406,213961,216010,16,16,0.075
"5585","smorf240812","chr16_1.118",316,28,0,0.2658,224191,224277,224035,224351,16,16,0.275
"5586","smorf240827","chr16_1.120",942,31,0,0.0987,228157,228252,227370,228312,16,16,0.075
"5587","smorf240882","chr16_1.127",505,38,0,0.2257,243058,243174,242699,243204,16,16,0.225
"5588","smorf240917","chr16_1.132",503,51,0,0.3042,254506,254661,254309,254812,16,16,0.325
"5589","smorf240927","chr16_1.134",448,34,0,0.2277,256825,256929,256766,257214,16,16,0.225
"5590","smorf240934","chr16_1.135",377,41,1,0.3263,259375,259500,259335,259712,16,16,0.325
"5591","smorf240935","chr16_1.135",377,35,1,0.2785,259552,259659,259335,259712,16,16,0.275
"5592","smorf240944","chr16_1.136",795,29,0,0.1094,261241,261330,260930,261725,16,16,0.125
"5593","smorf240959","chr16_1.138",327,29,0,0.2661,264931,265020,264699,265026,16,16,0.275
"5594","smorf240987","chr16_1.143",439,36,0,0.246,272971,273081,272814,273253,16,16,0.225
"5595","smorf241001","chr16_1.145",865,28,0,0.0971,277906,277992,277528,278393,16,16,0.075
"5596","smorf241011","chr16_1.146",780,48,0,0.1846,280054,280200,279698,280478,16,16,0.175
"5597","smorf241044","chr16_1.150",1452,35,1,0.0723,286375,286482,286060,287512,16,16,0.075
"5598","smorf241069","chr16_1.152",314,35,0,0.3344,291241,291348,291050,291364,16,16,0.325
"5599","smorf241087","chr16_1.154",898,27,0,0.0902,297316,297399,296653,297551,16,16,0.075
"5600","smorf241088","chr16_1.154",898,29,0,0.0969,297400,297489,296653,297551,16,16,0.075
"5601","smorf2411","chr01_1.98",5280,44,0,0.025,198210,198344,196179,201459,1,1,0.025
"5602","smorf241129","chr16_1.163",605,33,0,0.1636,310099,310200,309603,310208,16,16,0.175
"5603","smorf241220","chr16_1.176",461,40,0,0.2603,335566,335688,335485,335946,16,16,0.275
"5604","smorf241243","chr16_1.181",524,35,0,0.2004,344827,344934,344738,345262,16,16,0.225
"5605","smorf241263","chr16_1.184",328,28,0,0.2561,350005,350091,349862,350190,16,16,0.275
"5606","smorf241282","chr16_1.186",287,26,0,0.2718,355522,355602,355409,355696,16,16,0.275
"5607","smorf241329","chr16_1.191",317,28,0,0.265,364078,364164,364065,364382,16,16,0.275
"5608","smorf241458","chr16_1.212",470,26,1,0.166,407839,407919,407536,408006,16,16,0.175
"5609","smorf241460","chr16_1.213",623,56,0,0.2697,408898,409068,408741,409364,16,16,0.275
"5611","smorf241477","chr16_1.216",400,27,0,0.2025,415672,415755,415359,415759,16,16,0.225
"5612","smorf241509","chr16_1.222",322,60,0,0.559,423946,424128,423889,424211,16,16,0.575
"5613","smorf2416","chr01_1.98",5280,26,0,0.0148,199452,199532,196179,201459,1,1,0.025
"5614","smorf241630","chr16_1.237",1531,26,0,0.0509,450565,450645,450374,451905,16,16,0.075
"5615","smorf241641","chr16_1.238",372,32,0,0.2581,453142,453240,453054,453426,16,16,0.275
"5616","smorf241647","chr16_1.240",768,34,1,0.1328,455332,455436,454987,455755,16,16,0.125
"5617","smorf24168","chr03_1.123",422,62,0,0.4408,190394,190582,190165,190587,3,3,0.425
"5618","smorf241728","chr16_1.258",942,35,0,0.1115,482371,482478,481898,482840,16,16,0.125
"5619","smorf241775","chr16_1.262",653,36,0,0.1654,491452,491562,491362,492015,16,16,0.175
"5620","smorf2418","chr01_1.98",5280,33,0,0.0188,199650,199751,196179,201459,1,1,0.025
"5621","smorf241805","chr16_1.265",376,63,0,0.5027,497770,497961,497717,498093,16,16,0.525
"5622","smorf241806","chr16_1.266",372,30,0,0.2419,499546,499638,499290,499662,16,16,0.225
"5623","smorf241838","chr16_1.275",632,37,0,0.1756,517069,517182,517016,517648,16,16,0.175
"5624","smorf241851","chr16_1.276",779,38,0,0.1463,520240,520356,520231,521010,16,16,0.125
"5625","smorf241854","chr16_1.277",851,50,0,0.1763,525157,525309,524955,525806,16,16,0.175
"5626","smorf241855","chr16_1.277",851,39,0,0.1375,525385,525504,524955,525806,16,16,0.125
"5627","smorf241856","chr16_1.277",851,28,0,0.0987,525676,525762,524955,525806,16,16,0.075
"5628","smorf241859","chr16_1.278",663,46,0,0.2081,526972,527112,526880,527543,16,16,0.225
"5629","smorf241860","chr16_1.278",663,36,0,0.1629,527209,527319,526880,527543,16,16,0.175
"5630","smorf241873","chr16_1.283",232,33,1,0.4267,535669,535770,535584,535816,16,16,0.425
"5631","smorf241921","chr16_1.290",218,26,0,0.3578,553501,553581,553405,553623,16,16,0.375
"5633","smorf241981","chr16_1.302",339,37,0,0.3274,569215,569328,568993,569332,16,16,0.325
"5634","smorf24201","chr03_1.128",263,42,0,0.4791,200264,200392,200174,200437,3,3,0.475
"5635","smorf242010","chr16_1.306",1449,28,0,0.058,576010,576096,575099,576548,16,16,0.075
"5636","smorf242049","chr16_1.311",266,41,0,0.4624,584080,584205,584039,584305,16,16,0.475
"5637","smorf242060","chr16_1.314",2764,31,0,0.0336,588484,588579,587515,590279,16,16,0.025
"5638","smorf242063","chr16_1.314",2764,44,0,0.0478,589144,589278,587515,590279,16,16,0.025
"5640","smorf242071","chr16_1.315",1305,35,0,0.0805,591559,591666,591023,592328,16,16,0.075
"5641","smorf242072","chr16_1.315",1305,27,0,0.0621,591904,591987,591023,592328,16,16,0.075
"5642","smorf242082","chr16_1.318",558,47,0,0.2527,594115,594258,593914,594472,16,16,0.275
"5643","smorf242091","chr16_1.319",453,53,0,0.351,596569,596730,596293,596746,16,16,0.375
"5644","smorf242096","chr16_1.320",318,36,0,0.3396,599746,599856,599548,599866,16,16,0.325
"5645","smorf242097","chr16_1.321",431,36,0,0.2506,600340,600450,600214,600645,16,16,0.275
"5646","smorf242109","chr16_1.322",553,28,0,0.1519,603412,603498,603354,603907,16,16,0.175
"5647","smorf242132","chr16_1.324",449,27,0,0.1804,610093,610176,610028,610477,16,16,0.175
"5648","smorf242139","chr16_1.325",652,26,0,0.1196,612829,612909,612721,613373,16,16,0.125
"5649","smorf242145","chr16_1.326",820,44,0,0.161,614731,614865,614555,615375,16,16,0.175
"5650","smorf242150","chr16_1.327",1410,57,1,0.1213,619861,620034,619011,620421,16,16,0.125
"5651","smorf242151","chr16_1.327",1410,29,0,0.0617,620146,620235,619011,620421,16,16,0.075
"5652","smorf2422","chr01_1.98",5280,28,0,0.0159,200853,200939,196179,201459,1,1,0.025
"5653","smorf242209","chr16_1.336",1249,28,0,0.0673,641176,641262,640955,642204,16,16,0.075
"5654","smorf242214","chr16_1.337",515,39,0,0.2272,643636,643755,643317,643832,16,16,0.225
"5655","smorf242225","chr16_1.338",677,68,0,0.3013,645478,645684,645269,645946,16,16,0.325
"5657","smorf242260","chr16_1.344",246,46,1,0.561,656551,656691,656549,656795,16,16,0.575
"5658","smorf242330","chr16_1.359",630,32,0,0.1524,678373,678471,678317,678947,16,16,0.175
"5659","smorf242331","chr16_1.359",630,74,0,0.3524,678565,678789,678317,678947,16,16,0.375
"5660","smorf242348","chr16_1.365",460,35,0,0.2283,685543,685650,685434,685894,16,16,0.225
"5661","smorf242389","chr16_1.375",604,42,0,0.2086,698329,698457,698262,698866,16,16,0.225
"5663","smorf242486","chr16_1.397",204,28,0,0.4118,731104,731190,731017,731221,16,16,0.425
"5664","smorf242491","chr16_1.398",600,32,0,0.16,732127,732225,731746,732346,16,16,0.175
"5665","smorf242507","chr16_1.400",550,41,0,0.2236,736828,736953,736431,736981,16,16,0.225
"5666","smorf242721","chr16_1.425",1743,53,0,0.0912,780343,780504,780297,782040,16,16,0.075
"5667","smorf242723","chr16_1.425",1743,39,0,0.0671,780769,780888,780297,782040,16,16,0.075
"5668","smorf242725","chr16_1.425",1743,64,0,0.1102,781519,781713,780297,782040,16,16,0.125
"5669","smorf242732","chr16_1.427",532,28,0,0.1579,787528,787614,787424,787956,16,16,0.175
"5670","smorf242747","chr16_1.430",482,36,0,0.2241,792490,792600,792200,792682,16,16,0.225
"5671","smorf242751","chr16_1.432",466,27,0,0.1738,794815,794898,794494,794960,16,16,0.175
"5672","smorf242760","chr16_1.435",341,38,1,0.3343,797866,797982,797705,798046,16,16,0.325
"5673","smorf242891","chr16_1.454",1777,38,0,0.0642,828154,828270,828136,829913,16,16,0.075
"5674","smorf242893","chr16_1.454",1777,37,0,0.0625,828484,828597,828136,829913,16,16,0.075
"5675","smorf242895","chr16_1.454",1777,38,0,0.0642,829087,829203,828136,829913,16,16,0.075
"5676","smorf242929","chr16_1.461",1488,52,0,0.1048,840262,840420,839773,841261,16,16,0.125
"5677","smorf242930","chr16_1.461",1488,61,0,0.123,840547,840732,839773,841261,16,16,0.125
"5678","smorf242931","chr16_1.461",1488,29,0,0.0585,840766,840855,839773,841261,16,16,0.075
"5679","smorf243174","chr16_1.496",485,29,0,0.1794,901564,901653,901554,902039,16,16,0.175
"5680","smorf2432","chr01_1.99",1613,73,0,0.1358,202614,202835,201780,203393,1,1,0.125
"5681","smorf243267","chr16_1.504",1372,32,0,0.07,920974,921072,920483,921855,16,16,0.075
"5682","smorf243299","chr16_1.507",1027,33,1,0.0964,927748,927849,926933,927960,16,16,0.075
"5683","smorf2433","chr01_1.99",1613,72,1,0.1339,202875,203093,201780,203393,1,1,0.125
"5684","smorf243304","chr16_1.508",3081,26,0,0.0253,928744,928824,928290,931371,16,16,0.025
"5685","smorf243308","chr16_1.508",3081,43,0,0.0419,929275,929406,928290,931371,16,16,0.025
"5686","smorf243310","chr16_1.508",3081,34,0,0.0331,930031,930135,928290,931371,16,16,0.025
"5687","smorf243324","chr16_1.511",2482,36,0,0.0435,936271,936381,935661,938143,16,16,0.025
"5688","smorf243325","chr16_1.511",2482,44,1,0.0532,936511,936645,935661,938143,16,16,0.075
"5689","smorf243462","chr16_1.9",546,27,1,0.1484,26465,26548,26064,26610,16,16,0.125
"5690","smorf243471","chr16_1.10",1914,32,0,0.0502,29543,29641,28164,30078,16,16,0.075
"5691","smorf243522","chr16_1.16",965,58,1,0.1803,40706,40882,40077,41042,16,16,0.175
"5692","smorf243631","chr16_1.31",1116,68,0,0.1828,64028,64234,63860,64976,16,16,0.175
"5693","smorf243669","chr16_1.38",979,34,0,0.1042,75200,75304,74719,75698,16,16,0.125
"5694","smorf243670","chr16_1.38",979,28,0,0.0858,75410,75496,74719,75698,16,16,0.075
"5695","smorf243673","chr16_1.39",429,26,0,0.1818,76334,76414,76239,76668,16,16,0.175
"5696","smorf243713","chr16_1.45",483,42,0,0.2609,88115,88243,88033,88516,16,16,0.275
"5697","smorf243746","chr16_1.49",858,32,0,0.1119,98828,98926,98625,99483,16,16,0.125
"5698","smorf243753","chr16_1.50",387,27,0,0.2093,100382,100465,100086,100473,16,16,0.225
"5699","smorf243817","chr16_1.60",694,40,0,0.1729,117695,117817,117687,118381,16,16,0.175
"5700","smorf243848","chr16_1.66",1023,67,0,0.1965,129398,129601,129137,130160,16,16,0.175
"5701","smorf243873","chr16_1.68",365,41,1,0.337,135515,135640,135423,135788,16,16,0.325
"5703","smorf243894","chr16_1.72",649,33,0,0.1525,143705,143806,143170,143819,16,16,0.175
"5704","smorf243931","chr16_1.78",249,31,1,0.3735,154052,154147,154039,154288,16,16,0.375
"5705","smorf243937","chr16_1.79",277,27,0,0.2924,156281,156364,156211,156488,16,16,0.275
"5706","smorf24394","chr03_1.159",216,44,0,0.6111,252686,252820,252625,252841,3,3,0.625
"5707","smorf244047","chr16_1.98",581,46,0,0.2375,187748,187888,187724,188305,16,16,0.225
"5708","smorf244067","chr16_1.101",997,30,0,0.0903,193550,193642,192649,193646,16,16,0.075
"5709","smorf244132","chr16_1.114",2049,30,0,0.0439,215744,215836,213961,216010,16,16,0.025
"5710","smorf244190","chr16_1.122",378,30,1,0.2381,230906,230998,230837,231215,16,16,0.225
"5711","smorf244234","chr16_1.126",420,32,0,0.2286,241553,241651,241496,241916,16,16,0.225
"5712","smorf244259","chr16_1.129",769,37,0,0.1443,246698,246811,246219,246988,16,16,0.125
"5713","smorf244260","chr16_1.130",644,27,0,0.1258,250454,250537,250261,250905,16,16,0.125
"5714","smorf244262","chr16_1.130",644,30,0,0.1398,250676,250768,250261,250905,16,16,0.125
"5715","smorf244321","chr16_1.137",409,55,0,0.4034,264395,264562,264191,264600,16,16,0.425
"5716","smorf24433","chr03_1.162",308,42,0,0.4091,259382,259510,259266,259574,3,3,0.425
"5717","smorf244339","chr16_1.141",416,29,0,0.2091,271058,271147,270892,271308,16,16,0.225
"5718","smorf24434","chr03_1.163",349,62,0,0.533,259970,260158,259958,260307,3,3,0.525
"5719","smorf244372","chr16_1.146",780,28,0,0.1077,280265,280351,279698,280478,16,16,0.125
"5720","smorf244449","chr16_1.154",898,55,0,0.1837,297125,297292,296653,297551,16,16,0.175
"5721","smorf244453","chr16_1.155",520,33,0,0.1904,298130,298231,298049,298569,16,16,0.175
"5722","smorf244466","chr16_1.157",487,29,0,0.1786,301529,301618,301227,301714,16,16,0.175
"5723","smorf244549","chr16_1.172",363,61,0,0.5041,326384,326569,326263,326626,16,16,0.525
"5724","smorf244560","chr16_1.174",875,44,0,0.1509,329195,329329,328729,329604,16,16,0.175
"5725","smorf244561","chr16_1.174",875,32,0,0.1097,329366,329464,328729,329604,16,16,0.125
"5726","smorf244656","chr16_1.182",1054,30,0,0.0854,348203,348295,347388,348442,16,16,0.075
"5727","smorf244659","chr16_1.184",328,48,1,0.439,349934,350080,349862,350190,16,16,0.425
"5728","smorf244711","chr16_1.191",317,28,0,0.265,364148,364234,364065,364382,16,16,0.275
"5729","smorf244732","chr16_1.197",314,48,0,0.4586,370739,370885,370660,370974,16,16,0.475
"5730","smorf244748","chr16_1.198",871,31,0,0.1068,373223,373318,372918,373789,16,16,0.125
"5731","smorf244765","chr16_1.201",724,36,0,0.1492,378701,378811,378392,379116,16,16,0.125
"5732","smorf244889","chr16_1.209",866,31,0,0.1074,404801,404896,404080,404946,16,16,0.125
"5733","smorf244902","chr16_1.212",470,26,0,0.166,407702,407782,407536,408006,16,16,0.175
"5734","smorf244907","chr16_1.213",623,45,1,0.2167,408941,409078,408741,409364,16,16,0.225
"5735","smorf244912","chr16_1.214",352,33,0,0.2812,410132,410233,410087,410439,16,16,0.275
"5736","smorf244931","chr16_1.216",400,44,1,0.33,415424,415558,415359,415759,16,16,0.325
"5737","smorf244946","chr16_1.222",322,42,0,0.3913,424070,424198,423889,424211,16,16,0.375
"5738","smorf244964","chr16_1.228",525,27,0,0.1543,431405,431488,431366,431891,16,16,0.175
"5739","smorf244965","chr16_1.228",525,43,0,0.2457,431660,431791,431366,431891,16,16,0.225
"5740","smorf244972","chr16_1.230",432,43,0,0.2986,434168,434299,434087,434519,16,16,0.275
"5741","smorf245033","chr16_1.237",1531,42,0,0.0823,450776,450904,450374,451905,16,16,0.075
"5742","smorf245055","chr16_1.240",768,40,0,0.1562,455075,455197,454987,455755,16,16,0.175
"5744","smorf245072","chr16_1.243",284,58,0,0.6127,459746,459922,459675,459959,16,16,0.625
"5745","smorf245103","chr16_1.247",313,31,0,0.2971,465821,465916,465645,465958,16,16,0.275
"5746","smorf245105","chr16_1.248",382,27,0,0.212,466484,466567,466258,466640,16,16,0.225
"5747","smorf245122","chr16_1.250",269,43,0,0.4796,469706,469837,469653,469922,16,16,0.475
"5748","smorf245143","chr16_1.251",1043,29,0,0.0834,472409,472498,471993,473036,16,16,0.075
"5749","smorf245145","chr16_1.251",1043,29,0,0.0834,472763,472852,471993,473036,16,16,0.075
"5750","smorf245155","chr16_1.252",410,26,0,0.1902,474917,474997,474704,475114,16,16,0.175
"5751","smorf245187","chr16_1.258",942,32,0,0.1019,482225,482323,481898,482840,16,16,0.125
"5752","smorf245188","chr16_1.258",942,35,0,0.1115,482525,482632,481898,482840,16,16,0.125
"5753","smorf245197","chr16_1.259",877,49,0,0.1676,486263,486412,485684,486561,16,16,0.175
"5754","smorf245221","chr16_1.263",505,39,0,0.2317,493100,493219,493035,493540,16,16,0.225
"5755","smorf245222","chr16_1.263",505,30,0,0.1782,493295,493387,493035,493540,16,16,0.175
"5756","smorf245242","chr16_1.267",272,40,0,0.4412,500531,500653,500400,500672,16,16,0.425
"5757","smorf245255","chr16_1.269",486,40,0,0.2469,503246,503368,503028,503514,16,16,0.225
"5758","smorf245331","chr16_1.275",632,73,0,0.3465,517244,517465,517016,517648,16,16,0.325
"5759","smorf245337","chr16_1.276",779,29,0,0.1117,520460,520549,520231,521010,16,16,0.125
"5760","smorf245416","chr16_1.284",448,27,0,0.1808,539063,539146,538933,539381,16,16,0.175
"5761","smorf245535","chr16_1.306",1449,32,1,0.0663,575609,575707,575099,576548,16,16,0.075
"5763","smorf245578","chr16_1.314",2764,29,0,0.0315,587837,587926,587515,590279,16,16,0.025
"5764","smorf245582","chr16_1.314",2764,38,0,0.0412,589103,589219,587515,590279,16,16,0.025
